cid,id,obs_time,trail,trailmark,compass,distance,animal,n_indiv,observed,activity,continued,comment,geom
67,1334,08:25:00,AT,4.45,ne,10,GN,2,1,TV,0,"1 large unk sex, 1 medium unk sex.  Traveled to NW",NULL
67,1338,09:39:00,GP,10.40,w,20,FK,6,1,F,0,"2 large unk sex, 3 med unk sex, 1 infant",NULL
67,1344,11:18:00,MB,2.00,e,5,NULL,1,1,T,0,"BA??  Unknown animal abreviation, no notes on data sheet",NULL
68,1348,07:08:00,UB,18.26,e,18,BD,2,1,T,0,NULL,NULL
68,1350,07:20:00,UB,19.00,e,15,"MB ",1,1,TV,0,NULL,NULL
68,1355,09:57:00,DP,8.05,s,10,"MB ",1,1,TV,0,NULL,NULL
68,1357,10:27:00,SI,24.45,e,4,KW,50,1,I,0,"bats on a rock!",NULL
68,1360,10:58:00,SI,16.35,w,10,BP,2,1,F,0,NULL,NULL
68,1362,11:18:00,SI,13.00,w,15,KL,1,1,I,0,"1 male.  Raining lightly, KL just sat on tree brach.  Waited to see if others, but none arrived.  ",NULL
68,1364,11:51:00,SI,7.10,w,5,TR,1,1,I,0,NULL,NULL
69,1374,06:03:00,SK,6.00,e,0,MY,1,1,T,0,NULL,NULL
69,1388,08:30:00,TR,10.22,n,0,GN,1,1,T,0,"Single gn moving v fast to N.",NULL
69,1391,09:20:00,SZ,19.10,w,NULL,BB,1,1,I,0,NULL,NULL
69,1397,10:03:00,RS,22.47,w,0,BP,2,1,T,0,"1 big male, 1 big fem.  Crossing trail.",NULL
69,1398,10:35:00,RS,29.35,w,0,BP,1,1,TV,0,NULL,NULL
69,1399,10:57:00,RS,34.00,w,NULL,KAX,1,1,T,0,"Mouse deer fawn",NULL
70,1408,11:09:00,FS,18.15,n,20,GN,2,1,I,0,"1big sex unk, 1 med sex unk.  Ran away fast.",NULL
71,1416,05:58:00,DG,4.25,e,0,GN,2,1,IV,0,"Can only see one gn, but can hear another.  Following...",NULL
71,1426,07:01:00,IF,20.05,n,0,BH,2,1,T,0,NULL,NULL
71,1427,07:11:00,IF,24.25,s,100,HE,2,1,TV,0,NULL,NULL
71,1435,08:12:00,IF,39.46,n,0,SQX,1,1,T,0,"Smallish grey squirrel trav on ground",NULL
71,1436,08:18:00,IF,41.00,s,60,OH,2,1,IV,0,"1 large fem, 1 adolescent unk sex.  Pissed off to see me.",NULL
71,1440,08:50:00,RG,8.35,w,0,KAX,1,1,T,0,NULL,NULL
71,1445,10:04:00,TZ,22.15,s,10,OT,1,1,T,0,"Pretty sure this was an otter....moving quietly through undergrowth, managed to disappear before i got a good look.",NULL
71,1448,11:28:00,KP,16.20,w,3,BB,3,1,F,0,NULL,NULL
73,1480,05:41:00,BM,2.00,e,0,SQX,1,1,TV,0,NULL,NULL
73,1483,06:15:00,BM,9.35,w,0,KAX,1,1,T,0,"Walking along BM",NULL
73,1484,06:32:00,BM,12.15,w,1,"MB ",1,1,IV,0,NULL,NULL
75,1506,05:53:00,JB,3.46,w,3,HT,1,1,T,0,NULL,NULL
75,1507,05:59:00,JB,5.40,e,15,BP,1,1,F,0,NULL,NULL
75,1508,06:05:00,JB,6.15,e,40,KL,3,1,F,0,"3 large sex unk.  Ran away uphill",NULL
75,1509,06:35:00,JB,6.15,e,40,CX,1,1,F,0,"Insame tree as KL.  Did not get close look, but pretty sure was dove.",NULL
75,1514,07:17:00,JB,14.35,w,35,GN,4,1,F,0,"1 big male, 1 med male, 1 big fem carrying 1 infant.",NULL
75,1517,07:39:00,JB,14.35,w,35,RH,3,1,F,0,"RH arrived while watching gn",NULL
75,1522,08:17:00,TL,21.05,s,1,GN,3,1,I,0,"2 big unk sex, 1 small male.  Very high in tree.",NULL
75,1524,09:02:00,TL,31.15,n,0,NULL,2,1,I,0,"Large wood shrike",NULL
75,1525,09:06:00,TL,33.00,n,0,PPX,1,1,F,0,NULL,NULL
75,1532,10:35:00,GP,38.30,e,10,BB,1,1,F,0,NULL,NULL
75,1533,10:39:00,GP,38.30,e,10,RA,1,1,F,0,"same tree as bulbul above",NULL
75,1535,11:52:00,GP,24.31,s,2,KL,1,1,F,0,"1 big fem.  Full count, spent a while staring at each other.",NULL
76,1540,05:52:00,NB,8.15,n,10,GN,1,1,TV,0,"traveling alone",NULL
76,1544,08:50:00,LM,3.40,w,3,KL,5,1,T,0,"1 big male, 1 big fem, 1 big unk sex, 1 big fem with 1 infant",NULL
77,1552,06:38:00,BC,13.10,s,15,KL,3,1,T,0,"1 big sex unk, 2 med sex unk.  Not sure if full count.  Followed for a bit, but not long",NULL
77,1555,08:28:00,AY,0.00,w,0,RH,1,1,T,0,NULL,NULL
77,1565,10:15:00,CK,2.00,w,30,BL,3,1,IV,0,NULL,NULL
78,1574,05:45:00,NB,6.05,n,3,KW,2,1,I,0,"under leaves",NULL
79,1588,07:32:00,TZ,5.33,n,1,GN,3,1,I,0,"1 big male, 2 big sex unk.  Ran away fast.",NULL
79,1594,09:40:00,KP,1.15,e,10,KL,1,1,I,0,"1 big (young) male.  Alone (full count). Went south.",NULL
80,1601,06:26:00,MT,0.00,s,5,FK,6,1,IV,0,NULL,NULL
80,1604,07:16:00,GP,12.00,s,1,TR,1,1,I,0,"Pretty sure this is a trogon from BN description",NULL
81,1619,06:40:00,RS,35.40,se,10,TR,2,1,I,0,NULL,NULL
82,1639,06:44:00,SI,9.00,w,20,BP,1,1,T,0,NULL,NULL
82,1641,07:54:00,SI,14.00,w,10,"MB ",2,1,T,0,NULL,NULL
82,1643,08:13:00,SI,18.00,w,5,PM,1,1,I,0,NULL,NULL
82,1644,10:06:00,SI,24.45,e,5,KW,1,1,I,0,NULL,NULL
83,1654,05:41:00,TK,16.45,n,10,BD,1,1,T,0,NULL,NULL
84,1674,06:11:00,TZ,9.00,s,2,PG,2,1,T,0,NULL,NULL
84,1675,06:22:00,TZ,9.30,n,30,GN,3,1,T,0,"Went away fast, did not get sex/size. ",NULL
84,1678,06:38:00,TZ,11.40,n,5,PX,2,1,I,0,NULL,NULL
84,1679,06:46:00,TZ,13.00,s,30,BI,1,1,T,0,"traveling in tree",NULL
84,1685,10:53:00,DG,6.00,w,10,"MB ",1,1,I,0,NULL,NULL
84,1687,11:04:00,DG,0.25,e,2,PA,3,1,T,0,NULL,NULL
84,1688,11:05:00,DG,0.20,e,5,SQX,1,1,T,0,NULL,NULL
85,1697,05:58:00,ST,0.00,w,15,DGX,1,1,IV,0,NULL,NULL
85,1699,06:10:00,ST,3.05,e,30,KL,2,1,TV,0,"Heard/saw two KL jumping in tree, did not follow.",NULL
85,1705,06:36:00,ST,8.10,w,0,JB,2,1,F,0,"Two scaley-crowned babblers",NULL
85,1708,06:43:00,ST,9.30,w,0,HB,2,1,T,0,"Flew to W",NULL
85,1709,06:46:00,ST,9.30,w,0,HE,2,1,T,0,"Two HE followed after other HB",NULL
85,1711,06:51:00,ST,10.03,w,5,PX,2,1,T,0,NULL,NULL
85,1720,07:25:00,SP,6.30,e,0,OH,1,1,T,0,"Large male trav. slowly through understorey",NULL
85,1726,07:46:00,SP,2.22,nw,80,WD,1,1,T,0,NULL,NULL
85,1727,07:49:00,SP,2.22,w,0,RA,1,1,IV,0,"Sitting in tree above me chirping at me.",NULL
85,1732,08:15:00,GB,1.20,w,2,GN,4,1,F,0,"1big fe, 1 big sex unk, 2 med sex unk.  Took off in diff directions.",NULL
85,1733,08:20:00,GB,1.20,w,2,CP,1,1,F,0,NULL,NULL
85,1735,08:22:00,GB,1.20,w,2,OH,1,1,F,0,"1 young female",NULL
85,1736,08:24:00,GB,1.20,w,2,PG,3,1,F,0,NULL,NULL
85,1737,08:26:00,GB,1.20,w,2,PX,1,1,F,0,NULL,NULL
85,1738,08:32:00,GB,1.20,w,2,BB,4,1,F,0,NULL,NULL
85,1739,08:33:00,GB,1.20,w,2,YB,1,1,F,0,NULL,NULL
85,1740,08:33:00,GB,1.20,w,2,MR,2,1,F,0,NULL,NULL
85,1741,08:33:00,GB,1.20,w,2,PT,1,1,F,0,NULL,NULL
85,1742,08:44:00,GB,1.00,w,0,WD,5,1,TV,0,"WD arrived near fig, but didn't start eating",NULL
85,1743,08:46:00,GB,1.30,e,10,RP,1,1,T,0,"big hawk flew out of nearby tree",NULL
85,1744,08:54:00,GB,3.25,e,0,MR,1,1,I,0,NULL,NULL
85,1746,09:01:00,GB,5.00,e,7,OH,2,1,F,0,"1 large fem, 1 adolescent unk sex.",NULL
85,1748,09:39:00,GB,11.20,w,10,CX,1,1,I,0,NULL,NULL
85,1749,09:39:00,GB,11.20,e,15,GN,3,1,T,0,"Trav. W",NULL
85,1750,09:40:00,GB,11.40,w,10,GM,2,1,IV,0,NULL,NULL
85,1751,09:45:00,GB,12.00,e,50,RH,2,1,TV,0,NULL,NULL
85,1754,10:19:00,DS,1.40,s,10,CN,1,1,T,0,NULL,NULL
85,1762,11:20:00,BM,9.38,w,10,FB,1,1,T,0,NULL,NULL
86,1770,07:29:00,MR,11.22,s,5,PKX,1,1,I,0,NULL,NULL
86,1771,07:37:00,MR,10.00,s,10,ML,1,1,I,0,NULL,NULL
86,1772,07:39:00,MR,10.00,n,5,ML,1,1,I,0,"Second bird",NULL
86,1774,08:37:00,MR,1.25,w,2,PG,1,1,I,0,NULL,NULL
87,1786,07:22:00,GP,44.00,e,5,HB,6,1,TV,0,NULL,NULL
87,1788,07:52:00,TL,38.00,e,0,PKX,1,1,TV,0,NULL,NULL
87,1789,09:16:00,TL,27.18,n,10,BK,1,1,T,0,"Ran away to N",NULL
87,1792,09:53:00,JB,20.00,w,15,OH,1,1,T,0,"Young female, trav to W",NULL
88,1798,05:52:00,KP,10.35,w,0,GN,1,1,T,0,"1 big male, traveling NW.  Joined by female later.",NULL
88,1801,06:20:00,KP,10.30,e,0,GN,1,1,T,0,"1 big fem.  Joined prev GN",NULL
88,1803,07:00:00,KP,5.20,w,0,ULX,1,1,T,0,"brown snake on trail",NULL
89,1829,05:57:00,FK,1.00,s,10,FK,10,1,T,0,"Not id'd",NULL
90,1853,06:54:00,UB,50.45,n,2,BH,2,1,T,0,NULL,NULL
90,1855,08:05:00,LM,5.05,n,10,KL,4,1,TV,0,"3 adult, 1 infant.  Traveling fast to N",NULL
90,1859,09:12:00,UB,73.00,s,5,BP,1,1,T,0,"Raining, stop census.",NULL
91,1878,09:15:00,MS,26.35,n,0,AHX,1,1,T,0,"Female, following trail",NULL
91,1879,09:24:00,MS,25.00,n,0,SQX,1,1,TV,0,NULL,NULL
92,1886,05:43:00,DT,6.00,w,20,GN,4,1,T,0,"1 big male, 1 big fem with infant, 1 adolescent sex unk.  Followed a bit but went NW terus.",NULL
92,1888,06:20:00,DT,8.00,w,25,KL,5,1,T,0,"1 big male, 1 big fem, 1 med male, 2 small sex unk (travel w/out ibu).  went S",NULL
92,1889,06:43:00,DT,12.00,w,10,DGX,2,1,TV,0,NULL,NULL
92,1891,06:47:00,BK,5.40,s,7,KL,2,1,T,0,"1 big male, 1 big unk sex.  Traveling with GN.  went into tall tree and couldn't see anymore",NULL
92,1892,06:47:00,BK,5.40,s,18,GN,1,1,T,0,"1 big male.  Went into tree with KL.",NULL
92,1895,07:30:00,DA,12.15,w,20,BC,5,1,IV,0,NULL,NULL
93,1917,06:58:00,AS,7.25,e,10,BH,2,1,TV,0,NULL,NULL
94,1936,07:36:00,AB,0.45,n,0,PG,2,1,I,0,NULL,NULL
95,1944,05:50:00,BF,7.00,e,5,"MB ",1,1,I,0,NULL,NULL
98,1983,06:18:00,SK,7.40,w,16,KL,1,1,F,0,"1 big male.  Followed some.  Full count.",NULL
98,1988,07:56:00,ST,19.30,e,1,YB,1,1,TV,0,NULL,NULL
98,1989,08:15:00,ST,16.00,w,15,OH,2,1,F,0,"1 large female, 1 fem adolescent trav. alone.",NULL
98,1995,10:02:00,MB,23.00,n,10,GN,4,1,T,0,"1 big male, 2 big unk sex, 1 adolescent unk sex",NULL
98,1997,10:45:00,RS,25.00,e,0,RH,1,1,TV,0,"Trav to w",NULL
98,1999,11:18:00,RS,32.42,s,8,BP,1,1,T,0,NULL,NULL
98,2000,11:34:00,RS,36.25,e,5,SQX,1,1,T,0,"Walking on log",NULL
100,2017,06:08:00,IF,12.00,s,12,RA,1,1,TV,0,NULL,NULL
100,2018,06:30:00,IF,16.08,s,13,KL,4,1,TV,0,"1 big male, 3 big unk sex.  Travel fast to N",NULL
100,2022,06:55:00,IF,18.00,s,0,BP,1,1,T,0,NULL,NULL
100,2024,07:10:00,IF,18.43,n,10,GN,3,1,TV,0,"Unk sex/size. Trav to SE",NULL
100,2026,08:23:00,IF,32.35,n,10,GN,1,1,TV,0,"1 big fem.  Trav to N",NULL
100,2028,09:50:00,RG,5.45,e,1,BP,1,1,T,0,NULL,NULL
101,2032,05:50:00,TK,17.00,n,3,BH,3,1,TV,0,NULL,NULL
101,2035,06:40:00,MR,9.00,n,5,GN,2,1,T,0,"unk sex/size.  Trav to S fast",NULL
101,2042,09:03:00,PP,0.00,s,1,GN,1,1,T,0,"1 big male.  Traveled fast down trail to W",NULL
101,2043,09:40:00,GP,86.10,s,3,CKX,2,1,TV,0,NULL,NULL
102,2052,05:40:00,BC,1.10,e,5,KAX,3,1,T,0,NULL,NULL
102,2053,05:40:00,BC,1.10,e,10,SQX,1,1,TV,0,NULL,NULL
102,2054,05:58:00,BC,1.45,w,15,OH,2,1,I,0,"1 big fem, 1 infant unk sex (carried). Trav to N ",NULL
102,2068,08:45:00,PB,11.05,s,15,KL,4,1,T,0,"unk sex/size.  Trav to S",NULL
103,2086,07:17:00,DS,8.15,s,3,NULL,1,1,T,0,"BA?  what animal is this?",NULL
103,2090,08:34:00,GB,9.45,w,20,PKX,2,1,TV,0,NULL,NULL
103,2092,10:01:00,SP,9.20,e,3,OT,4,1,F,0,NULL,NULL
103,2093,10:01:00,SP,9.20,w,2,KAX,1,1,T,0,"Trav to W",NULL
103,2094,10:10:00,SP,11.02,w,1,RH,1,1,I,0,NULL,NULL
104,2104,06:42:00,UB,12.32,n,1,SQX,1,1,F,0,"All red color",NULL
104,2112,09:58:00,HB,4.10,s,2,BH,7,1,TV,0,NULL,NULL
104,2115,10:56:00,SI,24.45,e,5,KW,60,1,I,0,"bats on a rock!",NULL
106,2133,06:47:00,JB,15.20,w,15,"MB ",2,1,I,0,NULL,NULL
106,2136,09:53:00,GP,39.10,w,15,KL,1,1,T,0,"1 big male.  Followed until lost when became windy.",NULL
107,2144,06:47:00,KP,20.42,s,1,JB,1,1,TV,0,NULL,NULL
107,2145,06:53:00,KP,19.35,s,0,KAX,3,1,T,0,"crossed trail",NULL
107,2146,06:55:00,KP,19.20,s,0,TT,1,1,T,0,NULL,NULL
107,2157,07:50:00,BD,12.01,w,2,JB,2,1,T,0,NULL,NULL
107,2158,08:15:00,BD,10.03,w,3,BB,1,1,F,0,NULL,NULL
107,2159,08:17:00,BD,10.03,w,2,FP,1,1,F,0,NULL,NULL
107,2163,08:48:00,BD,1.47,w,0,GM,3,1,TV,0,NULL,NULL
107,2164,08:51:00,BD,1.00,w,2,OH,1,1,TV,0,"Young male (no belimbing).  Trav to sw",NULL
107,2167,09:02:00,RB,26.00,s,15,HB,2,1,T,0,NULL,NULL
107,2170,09:38:00,KP,4.00,w,0,ML,1,1,T,0,NULL,NULL
107,2171,09:45:00,KP,5.25,w,5,GN,1,1,TV,0,"Lone gn (none others seen). Trav to W fast",NULL
107,2172,09:52:00,KP,6.00,e,1,BB,1,1,T,0,NULL,NULL
107,2174,10:26:00,KP,10.30,e,20,GR,1,1,F,0,NULL,NULL
107,2176,10:33:00,KP,10.30,e,25,TR,1,1,T,0,NULL,NULL
108,2181,06:05:00,MB,2.25,e,0,GN,4,1,T,0,"1 big male, 1 med fem, 1 big fem carrying 1 infant.  Saw the big male first, then was joined by other 3.  Crossed trail and trav to NE",NULL
108,2191,09:35:00,AT,4.00,e,10,BB,1,1,I,0,NULL,NULL
108,2192,10:10:00,AT,11.00,w,5,SQX,1,1,T,0,"Small brown squirrel (little bigger than pigmy sq) -- SL??",NULL
108,2195,10:44:00,AT,17.40,w,30,KL,1,1,T,0,"1 big sex unk. followed, but only one.",NULL
108,2200,11:35:00,DA,9.12,n,8,PM,1,1,I,0,NULL,NULL
109,2208,07:15:00,UB,53.00,n,0,JB,1,1,T,0,NULL,NULL
109,2213,09:50:00,MS,12.15,n,30,GN,2,1,FV,0,"2 big ink sex.  Trav to N fast (downhill)",NULL
109,2216,11:14:00,NB,11.20,s,20,GN,4,1,TV,0,"2 big fem, 1 big male, 1 med unk sex.  Trav to SW",NULL
109,2217,11:34:00,NB,10.20,n,50,KL,3,1,TV,0,"3 big unk sex.  Maybe more.  saw them from distance traveling downhill",NULL
110,2222,05:49:00,TK,16.15,n,10,BK,2,1,T,0,"Trav to N fast.",NULL
111,2239,07:11:00,RG,0.00,n,16,BC,2,1,IV,0,NULL,NULL
111,2241,08:05:00,RG,9.25,e,0,GN,3,1,T,0,"1 big male, 1 big fem, 1 adolesc unk sex (travel alone).  From South",NULL
111,2244,08:35:00,IF,45.00,s,5,YB,2,1,IV,0,NULL,NULL
111,2245,08:53:00,IF,42.45,s,10,PS,1,1,I,0,NULL,NULL
111,2248,10:04:00,IF,28.10,n,0,OH,1,1,I,0,"1 adult female.  Not habituated.",NULL
111,2249,11:26:00,IF,12.00,ne,15,BP,1,1,T,0,NULL,NULL
112,2255,05:53:00,RS,41.03,w,0,FK,1,1,T,0,"Trav to W.  Not sure if full count.",NULL
112,2260,06:01:00,RS,39.35,e,0,BP,1,1,FT,0,NULL,NULL
112,2263,06:45:00,RS,28.36,s,0,GN,1,1,T,0,"1 big unk sex.  Saw me and Trav to S.  no others seen",NULL
112,2266,07:57:00,RS,24.20,e,20,GN,1,1,T,0,"1 big unk sex.  Trav to S fast.  no others seen.",NULL
112,2267,07:23:00,RS,21.25,e,1,PH,1,1,T,0,NULL,NULL
112,2272,08:14:00,SZ,11.00,e,25,HB,2,1,T,0,NULL,NULL
112,2276,08:54:00,ST,10.30,e,20,BL,1,1,IV,0,NULL,NULL
112,2281,09:22:00,ST,18.40,w,6,FK,2,1,F,0,"1 big male, 1 big sex unk.",NULL
112,2286,10:19:00,MB,11.03,n,7,MX,2,1,F,0,NULL,NULL
112,2288,10:54:00,SK,7.10,w,18,TR,1,1,I,0,NULL,NULL
113,2296,06:28:00,MR,10.10,n,10,"MB ",1,1,I,0,NULL,NULL
113,2298,08:32:00,FS,18.00,s,3,BH,1,1,I,0,NULL,NULL
113,2299,08:50:00,FS,20.22,e,15,LBJ,1,1,T,0,NULL,NULL
114,2306,05:43:00,AP,6.00,w,10,"MB ",1,1,TV,0,NULL,NULL
114,2307,05:52:00,AP,4.27,n,15,BP,1,1,FT,0,NULL,NULL
114,2311,06:18:00,SP,1.05,e,10,KL,3,1,TV,0,"no sex/size",NULL
114,2314,07:16:00,PR,1.20,n,1,GN,2,1,TV,0,"1 big male, 1 big fem.  tried to follow, but split up. 1 trav to N, 1 trav to S",NULL
114,2317,07:52:00,CK,1.02,e,1,PX,4,1,TV,0,"2 adult and 2 fledglings",NULL
114,2323,10:16:00,AY,3.00,e,5,GN,2,1,TV,0,"1 big male, 1 big fem.  Trav to E",NULL
114,2325,10:45:00,QX,4.45,s,3,SQX,1,1,T,0,NULL,NULL
114,2326,10:57:00,QX,1.38,w,2,BA,1,1,T,0,NULL,NULL
115,2340,06:09:00,ST,1.00,e,10,BP,1,1,T,0,NULL,NULL
115,2341,06:18:00,ST,2.35,e,15,GN,2,1,T,0,"1 big male, 1 big fem.  Followed to SE",NULL
115,2344,07:05:00,SP,7.00,w,15,FK,5,1,T,0,NULL,NULL
115,2351,09:05:00,KT,0.00,n,0,RUX,1,1,T,0,NULL,NULL
115,2354,10:39:00,BM,10.00,w,2,AHX,1,1,T,0,NULL,NULL
117,2382,06:05:00,RB,20.00,s,10,PKX,1,1,I,0,NULL,NULL
117,2384,06:21:00,RB,25.40,s,5,JB,6,1,I,0,"Pretty sure this is jungle babbler by description (JH)",NULL
117,2388,06:32:00,BD,0.20,w,10,LBJ,4,1,T,0,"unk birds.  call 'crup-crup-crup-psit'",NULL
117,2390,07:29:00,BD,9.12,e,1,KAX,1,1,T,0,NULL,NULL
117,2391,07:50:00,BD,9.45,e,1,RH,1,1,I,0,NULL,NULL
117,2392,07:53:00,BD,9.45,e,3,BP,1,1,T,0,NULL,NULL
117,2394,08:40:00,TZ,7.10,n,15,GN,3,1,T,0,"1 big male, 2 unk sex/size.  Trav to S fast.",NULL
117,2397,09:31:00,KP,22.00,w,5,BP,1,1,T,0,NULL,NULL
117,2398,09:53:00,KP,22.30,e,7,OH,2,1,I,0,"1 adult fem carrying infant unk sex.",NULL
117,2399,09:40:00,KP,22.35,e,8,BP,1,1,I,0,"The pig just stared at BN, so he threw a stick at it to make it run away...bad piggy!",NULL
119,2423,06:03:00,AS,17.15,n,10,PG,2,1,I,0,NULL,NULL
119,2424,06:22:00,AS,14.30,s,5,PG,4,1,IV,0,NULL,NULL
119,2425,06:23:00,AS,14.30,s,10,SQX,1,1,T,0,"Gray squirrel with short tail",NULL
119,2426,07:05:00,AS,5.00,n,7,LBJ,1,1,T,0,"bird: orange in front, black head, short bill, orange tail.",NULL
119,2427,07:05:00,AS,5.00,n,5,PG,6,1,T,0,NULL,NULL
119,2428,07:06:00,AS,7.00,n,7,FB,1,1,T,0,NULL,NULL
120,2443,05:52:00,PK,10.30,w,5,BH,2,1,T,0,NULL,NULL
120,2447,07:43:00,PA,20.09,n,12,PM,1,1,T,0,NULL,NULL
120,2452,10:18:00,GP,117.20,s,3,SQX,1,1,T,0,"crossed trail",NULL
121,2460,07:06:00,NB,16.30,e,25,KL,3,1,I,0,"1 big male, 1 big fem, 1 med fem.  Shortly after arrived, trav to E",NULL
121,2466,09:34:00,UB,66.20,e,10,PM,1,1,I,0,NULL,NULL
121,2467,10:23:00,UB,61.10,w,10,PKX,1,1,I,0,NULL,NULL
122,2472,06:40:00,MF,4.25,w,3,PM,2,1,TV,0,NULL,NULL
122,2477,08:45:00,KI,4.32,w,1,PM,2,1,TV,0,NULL,NULL
122,2479,08:47:00,KI,4.35,e,10,DE,1,1,T,0,NULL,NULL
122,2481,09:35:00,MF,16.45,w,8,BH,6,1,TV,0,NULL,NULL
122,2486,11:25:00,AN,0.25,e,5,PS,1,1,T,0,NULL,NULL
123,2491,06:36:00,GP,111.40,n,10,SQX,1,1,T,0,NULL,NULL
123,2494,07:55:00,PA,4.00,e,5,LBJ,2,1,I,0,"unk bird",NULL
124,2515,10:42:00,JB,15.20,w,20,OH,2,1,T,0,"1 adult fem, 1 'anak' (sex or size unk)",NULL
125,2523,05:50:00,DT,8.25,e,5,OH,1,1,T,0,"1 big male",NULL
125,2526,06:10:00,DT,11.00,w,10,SQX,NULL,1,T,0,NULL,NULL
126,2538,06:19:00,GP,57.00,w,15,"MB ",2,1,TV,0,NULL,NULL
126,2544,10:18:00,FS,4.00,n,6,BH,4,1,TV,0,NULL,NULL
127,2548,05:50:00,SK,4.10,e,12,"MB ",1,1,TV,0,NULL,NULL
127,2550,05:54:00,SK,6.00,w,8,BC,1,1,I,0,NULL,NULL
127,2553,07:08:00,MB,15.00,w,10,BH,3,1,TV,0,NULL,NULL
127,2557,08:20:00,TR,8.40,n,0,HT,1,1,T,0,NULL,NULL
127,2563,10:54:00,RS,31.10,n,3,ULX,1,1,I,0,NULL,NULL
127,2564,11:00:00,RS,32.32,s,0,ULX,1,1,T,0,NULL,NULL
128,2575,07:12:00,IF,23.04,s,5,GN,4,1,IV,0,"1 big male, 1 big unk sex, 2 med unk sex.  Ran away.",NULL
128,2577,07:45:00,IF,27.15,n,10,BP,1,1,F,0,NULL,NULL
129,2587,05:57:00,NB,8.40,n,2,CKX,2,1,TV,0,NULL,NULL
129,2588,05:57:00,NB,8.40,n,2,BH,3,1,TV,0,NULL,NULL
129,2589,05:57:00,NB,8.40,n,2,"MB ",2,1,TV,0,NULL,NULL
129,2590,06:05:00,NB,10.11,s,5,BD,2,1,TV,0,NULL,NULL
131,2615,06:38:00,UB,15.10,n,2,BH,6,1,TV,0,NULL,NULL
131,2618,07:10:00,UB,20.30,s,0,CKX,2,1,TV,0,NULL,NULL
131,2621,08:23:00,HB,11.10,n,2,GN,2,1,F,0,"1 big male, 1 big fem",NULL
131,2624,09:18:00,HB,0.00,w,5,PX,1,1,TV,0,NULL,NULL
131,2627,09:58:00,SI,24.45,e,5,KW,35,1,I,0,"bats on a rock!",NULL
131,2629,10:40:00,SI,15.10,e,7,TR,1,1,I,0,NULL,NULL
131,2630,10:56:00,SI,12.12,e,2,BB,2,1,TV,0,NULL,NULL
131,2631,11:02:00,SI,11.25,e,5,CKX,1,1,TV,0,NULL,NULL
131,2632,11:14:00,SI,9.40,w,8,BB,8,1,T,0,NULL,NULL
131,2633,11:14:00,SI,9.40,w,7,CKX,1,1,TV,0,NULL,NULL
132,2644,07:13:00,QX,4.10,n,20,KL,2,1,TV,0,"Very scared, ran away.",NULL
132,2657,10:24:00,RB,3.10,w,20,BP,1,1,T,0,NULL,NULL
132,2662,10:58:00,AP,6.00,w,2,SN,1,1,T,0,NULL,NULL
133,2666,06:13:00,BM,8.21,w,8,"MB ",2,1,TV,0,NULL,NULL
133,2668,06:31:00,BM,12.03,e,2,"MB ",1,1,TV,0,NULL,NULL
133,2671,07:20:00,DS,7.45,s,1,KAX,1,1,T,0,NULL,NULL
133,2672,07:36:00,DS,6.00,n,10,PKX,1,1,TV,0,NULL,NULL
133,2676,09:33:00,GB,2.15,w,10,DJ,1,1,FV,0,NULL,NULL
134,2686,06:03:00,KP,30.40,e,0,KAX,1,1,T,0,NULL,NULL
134,2690,06:46:00,KP,23.00,se,25,MY,2,1,I,0,NULL,NULL
134,2699,10:00:00,RB,19.40,n,0,BP,1,1,T,0,NULL,NULL
134,2701,10:25:00,KP,4.00,e,10,GN,2,1,IV,0,"1 big male, 1 big fem.  Tried to follow, but ran away quickly",NULL
135,2707,06:21:00,JB,5.40,e,10,"MB ",1,1,I,0,NULL,NULL
135,2708,07:10:00,JB,11.00,w,15,RH,1,1,I,0,NULL,NULL
135,2709,07:15:00,JB,12.00,w,10,RH,2,1,I,0,"Saw two more in nearby tree",NULL
135,2712,08:21:00,TL,20.10,s,10,RH,3,1,I,0,"Same as earlier??",NULL
135,2713,08:27:00,TL,23.15,n,7,BP,1,1,T,0,NULL,NULL
135,2714,08:45:00,TL,25.00,n,5,LBJ,1,1,T,0,"Unk bird",NULL
135,2716,09:42:00,GP,38.30,e,8,MPH,1,1,T,0,NULL,NULL
136,2722,06:36:00,MR,13.00,s,1,ML,2,1,IV,0,"Sounds like bee-eater by AB description (JH) ",NULL
136,2731,11:35:00,GP,103.05,n,7,LBJ,1,1,IV,0,"unk bird",NULL
137,2738,06:01:00,RR,3.10,e,20,RH,2,1,I,0,NULL,NULL
137,2743,06:42:00,MT,1.00,ne,15,LBJ,NULL,1,IV,0,"Group of birds making noise ",NULL
137,2744,06:47:00,MT,1.25,n,8,"MB ",1,1,I,0,NULL,NULL
137,2748,08:32:00,AT,7.20,w,3,BD,1,1,I,0,NULL,NULL
137,2753,11:24:00,BK,3.27,s,10,BP,1,1,T,0,NULL,NULL
138,2757,05:40:00,TZ,9.00,n,10,OH,1,1,F,0,"Young female.",NULL
138,2766,08:56:00,IF,36.15,s,25,OH,1,1,I,0,"Adult female (pregnant?) 'perut besar dan vaginanya bengkak'",NULL
139,2773,06:18:00,RS,29.00,s,7,"MB ",1,1,I,0,NULL,NULL
139,2774,06:29:00,RS,23.07,e,1,PS,1,1,T,0,NULL,NULL
139,2780,06:57:00,SZ,17.45,e,12,PH,1,1,I,0,NULL,NULL
